# Generated on: 2025-06-27T22:26:37.051Z
# Search Parameters: {"propertyValue":650000,"downPayment":150000,"creditScore":750,"propertyType":"single_family","occupancy":"primary","zipCode":"44053"}
# File Type: mortgage_rates

Lender,Rate,APR,Payment,Points,Upfront_Costs,Loan_Type,Quote_Type
Kind Lending,6.750%,6.912%,"$3,805.622",-2.5816,"$6,270",Conventional,Wholesale
Loan Factory Direct - Kind Lending,6.750%,6.912%,"$3,805.622",-2.5816,"$6,270",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.750%,6.917%,"$3,805.622",-2.39,"$6,478.1",Conventional,Wholesale
"VIP Mortgage, Inc.",6.750%,6.920%,"$3,805.622",-2.5903299999999945,"$6,576.6",Conventional,Wholesale
AFR Wholesale,6.750%,6.920%,"$3,805.622",-2.554000000000002,"$6,603.3",Conventional,Wholesale
Power TPO,6.750%,6.921%,"$3,805.622",-2.6370000000000005,"$6,643.3",Conventional,Wholesale
AD Mortgage,6.750%,6.938%,"$3,805.622",-2.5789999999999935,"$7,284",Conventional,Wholesale
The Loan Store LLC,6.750%,6.939%,"$3,805.622",-2.774000000000001,"$7,309",Conventional,Wholesale
Click n' Close,6.750%,6.942%,"$3,805.622",-2.50321,"$7,413",Conventional,Wholesale
NewRez LLC,6.750%,6.950%,"$3,805.622",-1.973,"$7,729.4",Conventional,Wholesale
Everstream Mortgage,6.750%,6.953%,"$3,805.622",-0.915300000000002,"$7,853",Conventional,Wholesale
TPO GO,6.750%,6.955%,"$3,805.622",-2.225999999999999,"$7,924.6",Conventional,Wholesale
Nations Direct Mortgage,6.750%,6.959%,"$3,805.622",-2.222,"$8,069.8",Conventional,Wholesale
Loan Factory Direct - Rocket,6.750%,6.959%,"$3,805.622",-2.0190000000000055,"$8,084.8",Conventional,Wholesale
Rocket Pro,6.750%,6.959%,"$3,805.622",-2.0190000000000055,"$8,084.8",Conventional,Wholesale
Eleven Mortgage,6.750%,6.965%,"$3,805.622",-0.671,"$8,305",Conventional,Wholesale
AmWest Funding Corp,6.750%,6.971%,"$3,805.622",-2.332,"$8,520.2",Conventional,Wholesale
Loan Factory Direct - PennyMac,6.750%,6.981%,"$3,805.622",-2.262,"$8,920.6",Conventional,Wholesale
Pennymac TPO,6.750%,6.981%,"$3,805.622",-2.262,"$8,920.6",Conventional,Wholesale
JMAC Lending Inc.,6.750%,6.995%,"$3,805.622",-2.14725,"$9,444.9",Conventional,Wholesale
HomeBridge Wholesale,6.750%,7.002%,"$3,805.622",-2.092,"$9,721.4",Conventional,Wholesale
NexBank,6.750%,7.005%,"$3,805.622",-2.168459999999996,"$9,824.3",Conventional,Wholesale
Orion Lending,6.750%,7.020%,"$3,805.622",-2.105,"$10,407.1",Conventional,Wholesale
LoanStream Mortgage,6.750%,7.023%,"$3,805.622",-1.6370000000000005,"$10,497.2",Conventional,Wholesale
Jet Advantage Mortgage,6.750%,7.023%,"$3,805.622",-1.6370000000000005,"$10,497.2",Conventional,Wholesale
Forward Lending,6.750%,7.023%,"$3,805.622",-1.6370000000000005,"$10,497.2",Conventional,Wholesale
Union Home Mortgage,6.750%,7.037%,"$3,805.622",-1.8250000000000028,"$11,057.8",Conventional,Wholesale
Windsor Mortgage Solutions,6.750%,7.121%,"$3,805.622",-1.4455499999999972,"$14,208.1",Conventional,Wholesale
Open Mortgage,6.750%,7.195%,"$3,805.622",-0.645,"$16,963.7",Conventional,Wholesale
Loan United Wholesale,6.750%,7.273%,"$3,805.622",0.05500000000000682,"$19,841.6",Conventional,Wholesale
Provident Funding,6.750%,6.852%,"$3,246.233",-3.25,"$5,176.8",Conventional,Wholesale
Sun West Mtg Co Wholesale,6.750%,6.879%,"$3,246.233",-2.475,"$6,553.2",Conventional,Wholesale
CMG Financial,6.750%,6.893%,"$3,246.233",-2.287,"$7,244",Conventional,Wholesale
Loan United Wholesale,6.750%,6.894%,"$3,246.233",-2.4549999999999983,"$7,279",Conventional,Wholesale
"VIP Mortgage, Inc.",6.750%,6.895%,"$3,246.233",-2.430790000000002,"$7,375.1",Conventional,Wholesale
AD Mortgage,6.750%,6.897%,"$3,246.233",-2.5460000000000065,"$7,449.2",Conventional,Wholesale
BluePoint Mortgage,6.750%,6.899%,"$3,246.233",-2.525,"$7,554.3",Conventional,Wholesale
LoanStream Mortgage,6.750%,6.901%,"$3,246.233",-2.201999999999998,"$7,669.4",Conventional,Wholesale
Jet Advantage Mortgage,6.750%,6.901%,"$3,246.233",-2.201999999999998,"$7,669.4",Conventional,Wholesale
Forward Lending,6.750%,6.901%,"$3,246.233",-2.201999999999998,"$7,669.4",Conventional,Wholesale
New Wave Lending Group,6.750%,6.902%,"$3,246.233",-2.5,"$7,679.4",Conventional,Wholesale
AFR Wholesale,6.750%,6.908%,"$3,246.233",-2.2789999999999964,"$7,979.7",Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",6.750%,6.914%,"$3,246.233",-2.375,"$8,305",Conventional,Wholesale
Power TPO,6.750%,6.916%,"$3,246.233",-2.2819999999999965,"$8,420.1",Conventional,Wholesale
Everstream Mortgage,6.750%,6.919%,"$3,246.233",-0.954899999999995,"$8,555.7",Conventional,Wholesale
Pennymac TPO,6.750%,6.920%,"$3,246.233",-2.327,"$8,595.3",Conventional,Wholesale
Loan Factory Direct - PennyMac,6.750%,6.920%,"$3,246.233",-2.327,"$8,595.3",Conventional,Wholesale
Loan Factory Direct - Kind Lending,6.750%,6.920%,"$3,246.233",-2.11255,"$8,617.6",Conventional,Wholesale
Kind Lending,6.750%,6.920%,"$3,246.233",-2.11255,"$8,617.6",Conventional,Wholesale
Windsor Mortgage Solutions,6.750%,6.926%,"$3,246.233",-2.2580499999999972,"$8,890.4",Conventional,Wholesale
Click n' Close,6.750%,6.926%,"$3,246.233",-2.21635,"$8,898.9",Conventional,Wholesale
The Loan Store LLC,6.750%,6.926%,"$3,246.233",-2.4549999999999983,"$8,905.6",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.750%,6.927%,"$3,246.233",-1.892,"$8,970.6",Conventional,Wholesale
Loan Factory Direct - Rocket,6.750%,6.928%,"$3,246.233",-1.8379999999999939,"$8,990.7",Conventional,Wholesale
Rocket Pro,6.750%,6.928%,"$3,246.233",-1.8379999999999939,"$8,990.7",Conventional,Wholesale
Plaza Home Mortgage Inc.,6.750%,6.931%,"$3,246.233",-2.07718,"$9,170",Conventional,Wholesale
NewRez LLC,6.750%,6.932%,"$3,246.233",-1.681,"$9,180.9",Conventional,Wholesale
Nations Direct Mortgage,6.750%,6.936%,"$3,246.233",-1.961,"$9,376.1",Conventional,Wholesale
JMAC Lending Inc.,6.750%,6.936%,"$3,246.233",-2.03525,"$9,379.9",Conventional,Wholesale
HomeBridge Wholesale,6.750%,6.939%,"$3,246.233",-2.131,"$9,526.2",Conventional,Wholesale
NexBank,6.750%,6.939%,"$3,246.233",-1.25,"$9,556.2",Conventional,Wholesale
Eleven Mortgage,6.750%,6.941%,"$3,246.233",-0.2426,"$9,668.4",Conventional,Wholesale
AmWest Funding Corp,6.750%,6.956%,"$3,246.233",-1.961,"$10,377.1",Conventional,Wholesale
TPO GO,6.750%,6.964%,"$3,246.233",-1.649000000000001,"$10,812.5",Conventional,Wholesale
Orion Lending,6.750%,6.982%,"$3,246.233",-1.849,"$11,688.4",Conventional,Wholesale
Union Home Mortgage,6.750%,7.015%,"$3,246.233",-1.3739999999999952,"$13,315",Conventional,Wholesale
Open Mortgage,6.750%,7.031%,"$3,246.233",-1.216,"$14,105.8",Conventional,Wholesale
Sebonic,6.750%,6.750%,"$3,247",0,N/A,Conventional,Retail
Chase Bank,6.875%,7.071%,"$4,761.264",1.052,"$6,760.26",Conventional,Retail
Provident Funding,6.875%,6.912%,"$3,842.907",-4,"$1,423.1",Conventional,Wholesale
Sun West Mtg Co Wholesale,6.875%,6.933%,"$3,842.907",-3.3314,"$2,266.9",Conventional,Wholesale
BluePoint Mortgage,6.875%,6.965%,"$3,842.907",-3.336,"$3,495.2",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.875%,6.987%,"$3,842.907",-2.818,"$4,336",Conventional,Wholesale
CMG Financial,6.875%,6.992%,"$3,842.907",-2.831,"$4,521.2",Conventional,Wholesale
AFR Wholesale,6.875%,6.996%,"$3,842.907",-2.9380000000000024,"$4,681.4",Conventional,Wholesale
Power TPO,6.875%,7.006%,"$3,842.907",-2.951999999999998,"$5,066.7",Conventional,Wholesale
"VIP Mortgage, Inc.",6.875%,7.009%,"$3,842.907",-2.8678500000000042,"$5,187.6",Conventional,Wholesale
NewRez LLC,6.875%,7.014%,"$3,842.907",-2.443,"$5,377.1",Conventional,Wholesale
Click n' Close,6.875%,7.015%,"$3,842.907",-2.90099,"$5,422.1",Conventional,Wholesale
The Loan Store LLC,6.875%,7.018%,"$3,842.907",-3.1340000000000003,"$5,507.2",Conventional,Wholesale
AD Mortgage,6.875%,7.020%,"$3,842.907",-2.9140000000000015,"$5,607.3",Conventional,Wholesale
Everstream Mortgage,6.875%,7.030%,"$3,842.907",-1.2904000000000053,"$5,975.6",Conventional,Wholesale
Nations Direct Mortgage,6.875%,7.030%,"$3,842.907",-2.64,"$5,977.7",Conventional,Wholesale
TPO GO,6.875%,7.032%,"$3,842.907",-2.600999999999999,"$6,047.7",Conventional,Wholesale
Kind Lending,6.875%,7.033%,"$3,842.907",-2.61775,"$6,089.1",Conventional,Wholesale
Loan Factory Direct - Kind Lending,6.875%,7.033%,"$3,842.907",-2.61775,"$6,089.1",Conventional,Wholesale
Eleven Mortgage,6.875%,7.035%,"$3,842.907",-1.1,"$6,157.9",Conventional,Wholesale
Rocket Pro,6.875%,7.039%,"$3,842.907",-2.3700000000000045,"$6,328",Conventional,Wholesale
Loan Factory Direct - Rocket,6.875%,7.039%,"$3,842.907",-2.3700000000000045,"$6,328",Conventional,Wholesale
Pennymac TPO,6.875%,7.063%,"$3,842.907",-2.599,"$7,233.9",Conventional,Wholesale
Loan Factory Direct - PennyMac,6.875%,7.063%,"$3,842.907",-2.599,"$7,233.9",Conventional,Wholesale
JMAC Lending Inc.,6.875%,7.065%,"$3,842.907",-2.57625,"$7,297.8",Conventional,Wholesale
HomeBridge Wholesale,6.875%,7.080%,"$3,842.907",-2.456,"$7,899.6",Conventional,Wholesale
NexBank,6.875%,7.085%,"$3,842.907",-2.5165700000000015,"$8,082",Conventional,Wholesale
AmWest Funding Corp,6.875%,7.089%,"$3,842.907",-2.392,"$8,219.9",Conventional,Wholesale
Orion Lending,6.875%,7.095%,"$3,842.907",-2.496,"$8,450.1",Conventional,Wholesale
Union Home Mortgage,6.875%,7.110%,"$3,842.907",-2.233000000000004,"$9,015.7",Conventional,Wholesale
LoanStream Mortgage,6.875%,7.116%,"$3,842.907",-1.8840000000000003,"$9,261",Conventional,Wholesale
Jet Advantage Mortgage,6.875%,7.116%,"$3,842.907",-1.8840000000000003,"$9,261",Conventional,Wholesale
Forward Lending,6.875%,7.116%,"$3,842.907",-1.8840000000000003,"$9,261",Conventional,Wholesale
Windsor Mortgage Solutions,6.875%,7.185%,"$3,842.907",-1.9150999999999954,"$11,858",Conventional,Wholesale
Open Mortgage,6.875%,7.276%,"$3,842.907",-0.985,"$15,262",Conventional,Wholesale
Loan United Wholesale,6.875%,7.380%,"$3,842.907",-0.09300000000000352,"$19,100.8",Conventional,Wholesale
Provident Funding,6.875%,6.940%,"$3,287.929",-3.625,"$3,300",Conventional,Wholesale
Sun West Mtg Co Wholesale,6.875%,6.961%,"$3,287.929",-2.9162,"$4,345",Conventional,Wholesale
Loan United Wholesale,6.875%,6.973%,"$3,287.929",-2.9180000000000064,"$4,961.7",Conventional,Wholesale
New Wave Lending Group,6.875%,6.978%,"$3,287.929",-3,"$5,176.9",Conventional,Wholesale
CMG Financial,6.875%,6.980%,"$3,287.929",-2.679,"$5,282",Conventional,Wholesale
"VIP Mortgage, Inc.",6.875%,6.981%,"$3,287.929",-2.838710000000006,"$5,333.5",Conventional,Wholesale
AD Mortgage,6.875%,6.982%,"$3,287.929",-2.9509999999999934,"$5,422.1",Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",6.875%,6.990%,"$3,287.929",-2.875,"$5,802.5",Conventional,Wholesale
BluePoint Mortgage,6.875%,6.993%,"$3,287.929",-2.841,"$5,972.7",Conventional,Wholesale
AFR Wholesale,6.875%,6.997%,"$3,287.929",-2.6400000000000006,"$6,172.9",Conventional,Wholesale
Everstream Mortgage,6.875%,6.998%,"$3,287.929",-1.3871000000000038,"$6,192.4",Conventional,Wholesale
LoanStream Mortgage,6.875%,7.000%,"$3,287.929",-2.480000000000004,"$6,278",Conventional,Wholesale
Jet Advantage Mortgage,6.875%,7.000%,"$3,287.929",-2.480000000000004,"$6,278",Conventional,Wholesale
Forward Lending,6.875%,7.000%,"$3,287.929",-2.480000000000004,"$6,278",Conventional,Wholesale
Power TPO,6.875%,7.002%,"$3,287.929",-2.686000000000007,"$6,398.1",Conventional,Wholesale
NewRez LLC,6.875%,7.003%,"$3,287.929",-2.231,"$6,428.1",Conventional,Wholesale
Pennymac TPO,6.875%,7.003%,"$3,287.929",-2.754,"$6,458.1",Conventional,Wholesale
Loan Factory Direct - PennyMac,6.875%,7.003%,"$3,287.929",-2.754,"$6,458.1",Conventional,Wholesale
Windsor Mortgage Solutions,6.875%,7.005%,"$3,287.929",-2.7275999999999954,"$6,540.3",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.875%,7.006%,"$3,287.929",-2.37,"$6,578.2",Conventional,Wholesale
Kind Lending,6.875%,7.007%,"$3,287.929",-2.50275,"$6,664.6",Conventional,Wholesale
Loan Factory Direct - Kind Lending,6.875%,7.007%,"$3,287.929",-2.50275,"$6,664.6",Conventional,Wholesale
Click n' Close,6.875%,7.008%,"$3,287.929",-2.65707,"$6,693.1",Conventional,Wholesale
The Loan Store LLC,6.875%,7.009%,"$3,287.929",-2.8859999999999957,"$6,748.5",Conventional,Wholesale
Plaza Home Mortgage Inc.,6.875%,7.010%,"$3,287.929",-2.54964,"$6,805.4",Conventional,Wholesale
Eleven Mortgage,6.875%,7.016%,"$3,287.929",-0.7582,"$7,087.8",Conventional,Wholesale
JMAC Lending Inc.,6.875%,7.017%,"$3,287.929",-2.47845,"$7,161.7",Conventional,Wholesale
Loan Factory Direct - Rocket,6.875%,7.018%,"$3,287.929",-2.195999999999998,"$7,198.9",Conventional,Wholesale
Rocket Pro,6.875%,7.018%,"$3,287.929",-2.195999999999998,"$7,198.9",Conventional,Wholesale
Nations Direct Mortgage,6.875%,7.019%,"$3,287.929",-2.382,"$7,269",Conventional,Wholesale
HomeBridge Wholesale,6.875%,7.024%,"$3,287.929",-2.541,"$7,474.2",Conventional,Wholesale
NexBank,6.875%,7.029%,"$3,287.929",-2.5330100000000044,"$7,719.4",Conventional,Wholesale
TPO GO,6.875%,7.046%,"$3,287.929",-2.0900000000000034,"$8,605.2",Conventional,Wholesale
Orion Lending,6.875%,7.061%,"$3,287.929",-2.323,"$9,316",Conventional,Wholesale
AmWest Funding Corp,6.875%,7.062%,"$3,287.929",-2.156,"$9,401.1",Conventional,Wholesale
Union Home Mortgage,6.875%,7.096%,"$3,287.929",-1.8289999999999935,"$11,037.8",Conventional,Wholesale
Open Mortgage,6.875%,7.113%,"$3,287.929",-1.659,"$11,888.6",Conventional,Wholesale
loanDepot ,6.990%,7.088%,"$3,326.48",0.64,"$4,893.2",Conventional,Retail
Chase Bank,6.990%,7.143%,"$4,799.814",0.985000999000999,"$6,424.93",Conventional,Retail
Us Bank,7.000%,7.100%,"$9,910.5",0.875,"$7,466.375",Conventional,Retail
Sun West Mtg Co Wholesale,7.000%,7.012%,"$3,880.371",-3.695,$447.1,Conventional,Wholesale
Provident Funding,7.000%,7.037%,"$3,880.371",-4,"$1,423.1",Conventional,Wholesale
BluePoint Mortgage,7.000%,7.042%,"$3,880.371",-3.713,"$1,608.3",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",7.000%,7.061%,"$3,880.371",-3.21,"$2,374.1",Conventional,Wholesale
CMG Financial,7.000%,7.067%,"$3,880.371",-3.216,"$2,594.3",Conventional,Wholesale
AFR Wholesale,7.000%,7.076%,"$3,880.371",-3.2890000000000015,"$2,924.7",Conventional,Wholesale
NewRez LLC,7.000%,7.083%,"$3,880.371",-2.878,"$3,199.9",Conventional,Wholesale
Click n' Close,7.000%,7.094%,"$3,880.371",-3.26085,"$3,621",Conventional,Wholesale
"VIP Mortgage, Inc.",7.000%,7.097%,"$3,880.371",-3.1567600000000056,"$3,741.6",Conventional,Wholesale
Power TPO,7.000%,7.100%,"$3,880.371",-3.195999999999998,"$3,845.5",Conventional,Wholesale
The Loan Store LLC,7.000%,7.100%,"$3,880.371",-3.4650000000000034,"$3,850.6",Conventional,Wholesale
Nations Direct Mortgage,7.000%,7.105%,"$3,880.371",-3.024,"$4,055.8",Conventional,Wholesale
AD Mortgage,7.000%,7.107%,"$3,880.371",-3.2120000000000033,"$4,115.8",Conventional,Wholesale
Kind Lending,7.000%,7.108%,"$3,880.371",-3.00275,"$4,162.1",Conventional,Wholesale
Loan Factory Direct - Kind Lending,7.000%,7.108%,"$3,880.371",-3.00275,"$4,162.1",Conventional,Wholesale
Eleven Mortgage,7.000%,7.109%,"$3,880.371",-1.49,"$4,206",Conventional,Wholesale
TPO GO,7.000%,7.116%,"$3,880.371",-2.9170000000000016,"$4,466.1",Conventional,Wholesale
Everstream Mortgage,7.000%,7.118%,"$3,880.371",-1.5759000000000043,"$4,546.7",Conventional,Wholesale
JMAC Lending Inc.,7.000%,7.139%,"$3,880.371",-2.96625,"$5,345.8",Conventional,Wholesale
Pennymac TPO,7.000%,7.152%,"$3,880.371",-2.875,"$5,852.5",Conventional,Wholesale
Loan Factory Direct - PennyMac,7.000%,7.152%,"$3,880.371",-2.875,"$5,852.5",Conventional,Wholesale
HomeBridge Wholesale,7.000%,7.166%,"$3,880.371",-2.758,"$6,388.1",Conventional,Wholesale
NexBank,7.000%,7.169%,"$3,880.371",-2.836029999999994,"$6,483.1",Conventional,Wholesale
Orion Lending,7.000%,7.174%,"$3,880.371",-2.852,"$6,668.3",Conventional,Wholesale
AmWest Funding Corp,7.000%,7.175%,"$3,880.371",-2.692,"$6,718.4",Conventional,Wholesale
LoanStream Mortgage,7.000%,7.180%,"$3,880.371",-2.355000000000004,"$6,903.6",Conventional,Wholesale
Jet Advantage Mortgage,7.000%,7.180%,"$3,880.371",-2.355000000000004,"$6,903.6",Conventional,Wholesale
Forward Lending,7.000%,7.180%,"$3,880.371",-2.355000000000004,"$6,903.6",Conventional,Wholesale
Union Home Mortgage,7.000%,7.186%,"$3,880.371",-2.6089999999999947,"$7,133.9",Conventional,Wholesale
Windsor Mortgage Solutions,7.000%,7.269%,"$3,880.371",-2.2308500000000038,"$10,277.7",Conventional,Wholesale
Open Mortgage,7.000%,7.360%,"$3,880.371",-1.302,"$13,675.4",Conventional,Wholesale
Provident Funding,7.000%,7.041%,"$3,329.839",-3.875,"$2,048.7",Conventional,Wholesale
Sun West Mtg Co Wholesale,7.000%,7.046%,"$3,329.839",-3.3225,"$2,311.5",Conventional,Wholesale
Loan United Wholesale,7.000%,7.053%,"$3,329.839",-3.379000000000005,"$2,654.4",Conventional,Wholesale
CMG Financial,7.000%,7.067%,"$3,329.839",-3.061,"$3,370.1",Conventional,Wholesale
"VIP Mortgage, Inc.",7.000%,7.069%,"$3,329.839",-3.209050000000005,"$3,479.9",Conventional,Wholesale
AD Mortgage,7.000%,7.069%,"$3,329.839",-3.337999999999994,"$3,485.2",Conventional,Wholesale
NewRez LLC,7.000%,7.074%,"$3,329.839",-2.769,"$3,735.5",Conventional,Wholesale
LoanStream Mortgage,7.000%,7.076%,"$3,329.839",-2.9710000000000036,"$3,820.5",Conventional,Wholesale
Jet Advantage Mortgage,7.000%,7.076%,"$3,329.839",-2.9710000000000036,"$3,820.5",Conventional,Wholesale
Forward Lending,7.000%,7.076%,"$3,329.839",-2.9710000000000036,"$3,820.5",Conventional,Wholesale
New Wave Lending Group,7.000%,7.078%,"$3,329.839",-3.25,"$3,925.6",Conventional,Wholesale
AFR Wholesale,7.000%,7.086%,"$3,329.839",-3.0109999999999957,"$4,316",Conventional,Wholesale
Everstream Mortgage,7.000%,7.087%,"$3,329.839",-1.753699999999995,"$4,357.5",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",7.000%,7.091%,"$3,329.839",-2.777,"$4,541.2",Conventional,Wholesale
BluePoint Mortgage,7.000%,7.091%,"$3,329.839",-3.123,"$4,561.3",Conventional,Wholesale
Kind Lending,7.000%,7.091%,"$3,329.839",-2.92255,"$4,563.5",Conventional,Wholesale
Loan Factory Direct - Kind Lending,7.000%,7.091%,"$3,329.839",-2.92255,"$4,563.5",Conventional,Wholesale
The Loan Store LLC,7.000%,7.092%,"$3,329.839",-3.316999999999993,"$4,591.3",Conventional,Wholesale
Plaza Home Mortgage Inc.,7.000%,7.093%,"$3,329.839",-2.9734,"$4,684.4",Conventional,Wholesale
Click n' Close,7.000%,7.094%,"$3,329.839",-3.05699,"$4,691.5",Conventional,Wholesale
Pennymac TPO,7.000%,7.094%,"$3,329.839",-3.098,"$4,736.4",Conventional,Wholesale
Loan Factory Direct - PennyMac,7.000%,7.094%,"$3,329.839",-3.098,"$4,736.4",Conventional,Wholesale
Power TPO,7.000%,7.095%,"$3,329.839",-3.013999999999996,"$4,756.4",Conventional,Wholesale
Windsor Mortgage Solutions,7.000%,7.099%,"$3,329.839",-3.0433500000000038,"$4,959.9",Conventional,Wholesale
Nations Direct Mortgage,7.000%,7.105%,"$3,329.839",-2.784,"$5,257",Conventional,Wholesale
Eleven Mortgage,7.000%,7.106%,"$3,329.839",-1.1148,"$5,303",Conventional,Wholesale
JMAC Lending Inc.,7.000%,7.108%,"$3,329.839",-2.83105,"$5,396.9",Conventional,Wholesale
HomeBridge Wholesale,7.000%,7.115%,"$3,329.839",-2.885,"$5,752.5",Conventional,Wholesale
NexBank,7.000%,7.118%,"$3,329.839",-2.8918199999999956,"$5,923.5",Conventional,Wholesale
TPO GO,7.000%,7.133%,"$3,329.839",-2.4779999999999944,"$6,663.3",Conventional,Wholesale
Orion Lending,7.000%,7.144%,"$3,329.839",-2.747,"$7,193.9",Conventional,Wholesale
AmWest Funding Corp,7.000%,7.150%,"$3,329.839",-2.543,"$7,464.2",Conventional,Wholesale
Union Home Mortgage,7.000%,7.179%,"$3,329.839",-2.2489999999999952,"$8,935.7",Conventional,Wholesale
Open Mortgage,7.000%,7.201%,"$3,329.839",-2.041,"$9,976.7",Conventional,Wholesale
Sun West Mtg Co Wholesale,7.125%,7.092%,"$3,918.013",-4.0383,"$-1,271.1",Conventional,Wholesale
BluePoint Mortgage,7.125%,7.122%,"$3,918.013",-4.061,$-133.4,Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",7.125%,7.139%,"$3,918.013",-3.573,$557.2,Conventional,Wholesale
CMG Financial,7.125%,7.156%,"$3,918.013",-3.497,"$1,187.9",Conventional,Wholesale
Provident Funding,7.125%,7.162%,"$3,918.013",-4,"$1,423.1",Conventional,Wholesale
AFR Wholesale,7.125%,7.163%,"$3,918.013",-3.5849999999999937,"$1,443.2",Conventional,Wholesale
NewRez LLC,7.125%,7.164%,"$3,918.013",-3.219,"$1,493.2",Conventional,Wholesale
Click n' Close,7.125%,7.174%,"$3,918.013",-3.60438,"$1,901.7",Conventional,Wholesale
"VIP Mortgage, Inc.",7.125%,7.180%,"$3,918.013",-3.4844700000000017,"$2,101.4",Conventional,Wholesale
The Loan Store LLC,7.125%,7.185%,"$3,918.013",-3.777000000000001,"$2,289",Conventional,Wholesale
Eleven Mortgage,7.125%,7.188%,"$3,918.013",-1.843,"$2,439.2",Conventional,Wholesale
AD Mortgage,7.125%,7.190%,"$3,918.013",-3.5349999999999966,"$2,499.2",Conventional,Wholesale
Power TPO,7.125%,7.193%,"$3,918.013",-3.438999999999993,"$2,629.3",Conventional,Wholesale
Kind Lending,7.125%,7.195%,"$3,918.013",-3.30075,"$2,670.6",Conventional,Wholesale
Loan Factory Direct - Kind Lending,7.125%,7.195%,"$3,918.013",-3.30075,"$2,670.6",Conventional,Wholesale
Nations Direct Mortgage,7.125%,7.197%,"$3,918.013",-3.28,"$2,774.5",Conventional,Wholesale
TPO GO,7.125%,7.203%,"$3,918.013",-3.209000000000003,"$3,004.7",Conventional,Wholesale
Everstream Mortgage,7.125%,7.210%,"$3,918.013",-1.8363999999999976,"$3,242.9",Conventional,Wholesale
Loan Factory Direct - Rocket,7.125%,7.212%,"$3,918.013",-2.9680000000000035,"$3,335.1",Conventional,Wholesale
Rocket Pro,7.125%,7.212%,"$3,918.013",-2.9680000000000035,"$3,335.1",Conventional,Wholesale
JMAC Lending Inc.,7.125%,7.218%,"$3,918.013",-3.31925,"$3,579.1",Conventional,Wholesale
Pennymac TPO,7.125%,7.239%,"$3,918.013",-3.173,"$4,361",Conventional,Wholesale
Loan Factory Direct - PennyMac,7.125%,7.239%,"$3,918.013",-3.173,"$4,361",Conventional,Wholesale
HomeBridge Wholesale,7.125%,7.247%,"$3,918.013",-3.101,"$4,671.4",Conventional,Wholesale
NexBank,7.125%,7.252%,"$3,918.013",-3.1582400000000064,"$4,870.4",Conventional,Wholesale
Orion Lending,7.125%,7.255%,"$3,918.013",-3.189,"$4,981.7",Conventional,Wholesale
LoanStream Mortgage,7.125%,7.262%,"$3,918.013",-2.6850000000000023,"$5,252",Conventional,Wholesale
Jet Advantage Mortgage,7.125%,7.262%,"$3,918.013",-2.6850000000000023,"$5,252",Conventional,Wholesale
Forward Lending,7.125%,7.262%,"$3,918.013",-2.6850000000000023,"$5,252",Conventional,Wholesale
Union Home Mortgage,7.125%,7.264%,"$3,918.013",-2.9740000000000038,"$5,307",Conventional,Wholesale
Windsor Mortgage Solutions,7.125%,7.357%,"$3,918.013",-2.52055,"$8,827.7",Conventional,Wholesale
Open Mortgage,7.125%,7.447%,"$3,918.013",-1.599,"$12,188.9",Conventional,Wholesale
Sun West Mtg Co Wholesale,7.125%,7.133%,"$3,371.961",-3.705,$397.1,Conventional,Wholesale
Loan United Wholesale,7.125%,7.144%,"$3,371.961",-3.718999999999994,$952.7,Conventional,Wholesale
Provident Funding,7.125%,7.153%,"$3,371.961",-4,"$1,423.1",Conventional,Wholesale
AD Mortgage,7.125%,7.159%,"$3,371.961",-3.692999999999998,"$1,708.4",Conventional,Wholesale
CMG Financial,7.125%,7.160%,"$3,371.961",-3.381,"$1,768.5",Conventional,Wholesale
"VIP Mortgage, Inc.",7.125%,7.161%,"$3,371.961",-3.546670000000006,"$1,790.1",Conventional,Wholesale
NewRez LLC,7.125%,7.167%,"$3,371.961",-3.097,"$2,093.8",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",7.125%,7.168%,"$3,371.961",-3.258,"$2,133.8",Conventional,Wholesale
LoanStream Mortgage,7.125%,7.168%,"$3,371.961",-3.304000000000002,"$2,153.9",Conventional,Wholesale
Jet Advantage Mortgage,7.125%,7.168%,"$3,371.961",-3.304000000000002,"$2,153.9",Conventional,Wholesale
Forward Lending,7.125%,7.168%,"$3,371.961",-3.304000000000002,"$2,153.9",Conventional,Wholesale
The Loan Store LLC,7.125%,7.172%,"$3,371.961",-3.7620000000000005,"$2,364.1",Conventional,Wholesale
AFR Wholesale,7.125%,7.175%,"$3,371.961",-3.375,"$2,494.2",Conventional,Wholesale
BluePoint Mortgage,7.125%,7.176%,"$3,371.961",-3.523,"$2,559.3",Conventional,Wholesale
Click n' Close,7.125%,7.177%,"$3,371.961",-3.47444,"$2,602.1",Conventional,Wholesale
